"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","convergence.esante.gouv.fr/80.78.2.184","443","INFO","HTTP","",""
"pre_128cipher","convergence.esante.gouv.fr/80.78.2.184","443","INFO","No 128 cipher limit bug","",""
"SSLv2","convergence.esante.gouv.fr/80.78.2.184","443","OK","not offered","",""
"SSLv3","convergence.esante.gouv.fr/80.78.2.184","443","OK","not offered","",""
"TLS1","convergence.esante.gouv.fr/80.78.2.184","443","INFO","not offered","",""
"TLS1_1","convergence.esante.gouv.fr/80.78.2.184","443","INFO","not offered","",""
"TLS1_2","convergence.esante.gouv.fr/80.78.2.184","443","OK","offered","",""
"TLS1_3","convergence.esante.gouv.fr/80.78.2.184","443","INFO","not offered + downgraded to weaker protocol","",""
"ALPN","convergence.esante.gouv.fr/80.78.2.184","443","INFO","not offered","",""
"cipherlist_NULL","convergence.esante.gouv.fr/80.78.2.184","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","convergence.esante.gouv.fr/80.78.2.184","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","convergence.esante.gouv.fr/80.78.2.184","443","OK","not offered","","CWE-327"
"cipherlist_LOW","convergence.esante.gouv.fr/80.78.2.184","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","convergence.esante.gouv.fr/80.78.2.184","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","convergence.esante.gouv.fr/80.78.2.184","443","INFO","not offered","","CWE-310"
"cipherlist_STRONG_NOFS","convergence.esante.gouv.fr/80.78.2.184","443","INFO","not offered","",""
"cipherlist_STRONG_FS","convergence.esante.gouv.fr/80.78.2.184","443","OK","offered","",""
"cipher_order-tls1_2","convergence.esante.gouv.fr/80.78.2.184","443","INFO","NOT a cipher order configured","",""
"cipher-tls1_2_xc030","convergence.esante.gouv.fr/80.78.2.184","443","OK","TLSv1.2   xc030   ECDHE-RSA-AES256-GCM-SHA384       ECDH 521   AESGCM      256      TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_x9f","convergence.esante.gouv.fr/80.78.2.184","443","OK","TLSv1.2   x9f     DHE-RSA-AES256-GCM-SHA384         DH 2048    AESGCM      256      TLS_DHE_RSA_WITH_AES_256_GCM_SHA384","",""
