"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","HTTP","",""
"pre_128cipher","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","No 128 cipher limit bug","",""
"SSLv2","tom.eservices.esante.gouv.fr/212.121.176.72","443","OK","not offered","",""
"SSLv3","tom.eservices.esante.gouv.fr/212.121.176.72","443","OK","not offered","",""
"TLS1","tom.eservices.esante.gouv.fr/212.121.176.72","443","LOW","offered (deprecated)","",""
"TLS1_1","tom.eservices.esante.gouv.fr/212.121.176.72","443","LOW","offered (deprecated)","",""
"TLS1_2","tom.eservices.esante.gouv.fr/212.121.176.72","443","OK","offered","",""
"TLS1_3","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","not offered + downgraded to weaker protocol","",""
"ALPN","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","not offered","",""
"cipherlist_NULL","tom.eservices.esante.gouv.fr/212.121.176.72","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","tom.eservices.esante.gouv.fr/212.121.176.72","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","tom.eservices.esante.gouv.fr/212.121.176.72","443","OK","not offered","","CWE-327"
"cipherlist_LOW","tom.eservices.esante.gouv.fr/212.121.176.72","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","not offered","","CWE-310"
"cipherlist_AVERAGE","tom.eservices.esante.gouv.fr/212.121.176.72","443","LOW","offered","","CWE-310"
"cipherlist_GOOD","tom.eservices.esante.gouv.fr/212.121.176.72","443","OK","offered","",""
"cipherlist_STRONG","tom.eservices.esante.gouv.fr/212.121.176.72","443","OK","offered","",""
"cipherorder_TLSv1","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","ECDHE-RSA-AES256-SHA","",""
"cipherorder_TLSv1_1","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","ECDHE-RSA-AES256-SHA","",""
"cipherorder_TLSv1_2","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","ECDHE-RSA-AES256-GCM-SHA384","",""
"cipher_order","tom.eservices.esante.gouv.fr/212.121.176.72","443","OK","server","",""
"protocol_negotiated","tom.eservices.esante.gouv.fr/212.121.176.72","443","OK","Default protocol TLS1.2","",""
"cipher_negotiated","tom.eservices.esante.gouv.fr/212.121.176.72","443","OK","ECDHE-RSA-AES256-GCM-SHA384, 256 bit ECDH (P-256)","",""
"FS","tom.eservices.esante.gouv.fr/212.121.176.72","443","OK","offered","",""
"FS_ciphers","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","DHE-RSA-AES128-GCM-SHA256 DHE-RSA-AES128-SHA256 DHE-RSA-AES128-SHA DHE-RSA-AES256-GCM-SHA384 DHE-RSA-AES256-SHA256 DHE-RSA-AES256-SHA ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES128-SHA256 ECDHE-RSA-AES128-SHA ECDHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES256-SHA384 ECDHE-RSA-AES256-SHA","",""
"FS_ECDHE_curves","tom.eservices.esante.gouv.fr/212.121.176.72","443","OK","secp256k1 prime256v1 secp384r1 secp521r1","",""
"TLS_extensions","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","'server name/#0' 'renegotiation info/#65281' 'EC point formats/#11' 'session ticket/#35' 'heartbeat/#15'","",""
"TLS_session_ticket","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","valid for 300 seconds only (<daily)","",""
"SSL_sessionID_support","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","yes","",""
"sessionresumption_ticket","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","supported","",""
"sessionresumption_ID","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","supported","",""
"TLS_timestamp","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","random","",""
"cert_compression","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","N/A","",""
"clientAuth","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","none","",""
"cert_numbers","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","1","",""
"cert_signatureAlgorithm","tom.eservices.esante.gouv.fr/212.121.176.72","443","OK","SHA256 with RSA","",""
"cert_keySize","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","RSA 2048 bits (exponent is 65537)","",""
"cert_keyUsage","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","TLS Web Server Authentication, TLS Web Client Authentication","",""
"cert_serialNumber","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","085B675F2F2C033B9B4949C6115E32F0","",""
"cert_serialNumberLen","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","16","",""
"cert_fingerprintSHA1","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","78DD57B128C240E1A093F8291627ABCB4310AB13","",""
"cert_fingerprintSHA256","tom.eservices.esante.gouv.fr/212.121.176.72","443","INFO","6D33DE22BA7A82D2FF9EAB3098107947C690DC6D6A19E36A5FADD0FE67151B47","",""
