"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","INFO","HTTP","",""
"pre_128cipher","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","INFO","No 128 cipher limit bug","",""
"SSLv2","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","OK","not offered","",""
"SSLv3","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","OK","not offered","",""
"TLS1","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","INFO","not offered","",""
"TLS1_1","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","INFO","not offered","",""
"TLS1_2","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","OK","offered","",""
"TLS1_3","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","INFO","not offered + downgraded to weaker protocol","",""
"ALPN","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","INFO","not offered","",""
"cipherlist_NULL","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","OK","not offered","","CWE-327"
"cipherlist_LOW","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","LOW","offered","","CWE-310"
"cipherlist_STRONG_NOFS","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","OK","offered","",""
"cipherlist_STRONG_FS","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","OK","offered","",""
"cipher_order-tls1_2","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","OK","server","",""
"cipherorder_TLSv1_2","moncompte-enreg.esante.gouv.fr/5.135.49.18","443","INFO","ECDHE-RSA-AES256-GCM-SHA384","",""
