"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","lelab.sante.fr/31.15.27.13","443","INFO","HTTP","",""
"pre_128cipher","lelab.sante.fr/31.15.27.13","443","INFO","No 128 cipher limit bug","",""
"SSLv2","lelab.sante.fr/31.15.27.13","443","OK","not offered","",""
"SSLv3","lelab.sante.fr/31.15.27.13","443","OK","not offered","",""
"TLS1","lelab.sante.fr/31.15.27.13","443","INFO","not offered","",""
"TLS1_1","lelab.sante.fr/31.15.27.13","443","INFO","not offered","",""
"TLS1_2","lelab.sante.fr/31.15.27.13","443","OK","offered","",""
"TLS1_3","lelab.sante.fr/31.15.27.13","443","INFO","not offered + downgraded to weaker protocol","",""
"ALPN","lelab.sante.fr/31.15.27.13","443","INFO","not offered","",""
"cipherlist_NULL","lelab.sante.fr/31.15.27.13","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","lelab.sante.fr/31.15.27.13","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","lelab.sante.fr/31.15.27.13","443","OK","not offered","","CWE-327"
"cipherlist_LOW","lelab.sante.fr/31.15.27.13","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","lelab.sante.fr/31.15.27.13","443","INFO","not offered","","CWE-310"
"cipherlist_AVERAGE","lelab.sante.fr/31.15.27.13","443","LOW","offered","","CWE-310"
"cipherlist_GOOD","lelab.sante.fr/31.15.27.13","443","INFO","not offered","",""
"cipherlist_STRONG","lelab.sante.fr/31.15.27.13","443","OK","offered","",""
"cipherorder_TLSv1_2","lelab.sante.fr/31.15.27.13","443","INFO","ECDHE-RSA-AES256-GCM-SHA384","",""
"cipher_order","lelab.sante.fr/31.15.27.13","443","OK","server","",""
"protocol_negotiated","lelab.sante.fr/31.15.27.13","443","OK","Default protocol TLS1.2","",""
"cipher_negotiated","lelab.sante.fr/31.15.27.13","443","OK","ECDHE-RSA-AES256-GCM-SHA384, 256 bit ECDH (P-256)","",""
"FS","lelab.sante.fr/31.15.27.13","443","OK","offered","",""
"FS_ciphers","lelab.sante.fr/31.15.27.13","443","INFO","ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES128-SHA256 ECDHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES256-SHA384","",""
"FS_ECDHE_curves","lelab.sante.fr/31.15.27.13","443","OK","prime256v1","",""
"TLS_extensions","lelab.sante.fr/31.15.27.13","443","INFO","'renegotiation info/#65281' 'server name/#0' 'EC point formats/#11' 'encrypt-then-mac/#22' 'extended master secret/#23'","",""
"TLS_session_ticket","lelab.sante.fr/31.15.27.13","443","INFO","no -- no lifetime advertised","",""
"SSL_sessionID_support","lelab.sante.fr/31.15.27.13","443","INFO","yes","",""
"sessionresumption_ticket","lelab.sante.fr/31.15.27.13","443","INFO","not supported","",""
"sessionresumption_ID","lelab.sante.fr/31.15.27.13","443","INFO","not supported","",""
"TLS_timestamp","lelab.sante.fr/31.15.27.13","443","INFO","random","",""
"cert_compression","lelab.sante.fr/31.15.27.13","443","INFO","N/A","",""
"clientAuth","lelab.sante.fr/31.15.27.13","443","INFO","none","",""
"cert_numbers","lelab.sante.fr/31.15.27.13","443","INFO","1","",""
"cert_signatureAlgorithm","lelab.sante.fr/31.15.27.13","443","OK","SHA256 with RSA","",""
"cert_keySize","lelab.sante.fr/31.15.27.13","443","INFO","RSA 2048 bits (exponent is 65537)","",""
"cert_keyUsage","lelab.sante.fr/31.15.27.13","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage","lelab.sante.fr/31.15.27.13","443","INFO","TLS Web Server Authentication, TLS Web Client Authentication","",""
"cert_serialNumber","lelab.sante.fr/31.15.27.13","443","INFO","AB14BB6843DB34C7066460726E736E91","",""
"cert_serialNumberLen","lelab.sante.fr/31.15.27.13","443","INFO","16","",""
"cert_fingerprintSHA1","lelab.sante.fr/31.15.27.13","443","INFO","2255A045D8C8C3B5AB13E722AC6236D9241D5280","",""
"cert_fingerprintSHA256","lelab.sante.fr/31.15.27.13","443","INFO","EE0DE5370C1AB3E03E16666AAE6D11AF287B670695F0B8C3669E0155A1145F3A","",""
"cert","lelab.sante.fr/31.15.27.13","443","INFO","-----BEGIN CERTIFICATE----- MIIHZTCCBk2gAwIBAgIRAKsUu2hD2zTHBmRgcm5zbpEwDQYJKoZIhvcNAQELBQAw gZUxCzAJBgNVBAYTAkdCMRswGQYDVQQIExJHcmVhdGVyIE1hbmNoZXN0ZXIxEDAO BgNVBAcTB1NhbGZvcmQxGDAWBgNVBAoTD1NlY3RpZ28gTGltaXRlZDE9MDsGA1UE AxM0U2VjdGlnbyBSU0EgT3JnYW5pemF0aW9uIFZhbGlkYXRpb24gU2VjdXJlIFNl cnZlciBDQTAeFw0yMjAzMTgwMDAwMDBaFw0yMzA0MTgyMzU5NTlaMF8xCzAJBgNV BAYTAkZSMQ4wDAYDVQQIEwVQYXJpczEpMCcGA1UEChMgU0VDUkVUQVJJQVQgR0VO IE1JTiBBRkZBSVJFUyBTT0MxFTATBgNVBAMTDHd3dy5zYW50ZS5mcjCCASIwDQYJ KoZIhvcNAQEBBQADggEPADCCAQoCggEBANRW3nV3FAuKSxRh8LftbrzbU5ddsTTt RxdIT1CN85e3hTeOTpiw3muBCEN6MsvSpNE/ZsmzjwRnvVudQ6mtlEQBoWWXtnkf Mkiw3hahEzF2pG7itt4XJ4zKtXUJAWTYj9fHHPVSv3uYMuzlxr2/Rm0nrwKJSyrn MnbQvCaqN9yK9DJOGWy2zhPebSy9lLlUyuUcmEouFxUAWkb8Dh/npwntbiFhWNtV VkmlN+Rt30y5SotPTcHZTOfRk1kSgVKiTqO7BZd60L2yuNda85Ilt/qyOqo/rDNu wJUsRxzPnoWnTSxOUpF3bHoRTEyK3JZJXkc9qcgo20+hgPKQezDdIGsCAwEAAaOC A+MwggPfMB8GA1UdIwQYMBaAFBfZ1iUnZ/kxwklD2TA2RIxsqU/rMB0GA1UdDgQW BBR49JKeOC1jEjK5iY/CkBxx3mdI3jAOBgNVHQ8BAf8EBAMCBaAwDAYDVR0TAQH/ BAIwADAdBgNVHSUEFjAUBggrBgEFBQcDAQYIKwYBBQUHAwIwSgYDVR0gBEMwQTA1 BgwrBgEEAbIxAQIBAwQwJTAjBggrBgEFBQcCARYXaHR0cHM6Ly9zZWN0aWdvLmNv bS9DUFMwCAYGZ4EMAQICMFoGA1UdHwRTMFEwT6BNoEuGSWh0dHA6Ly9jcmwuc2Vj dGlnby5jb20vU2VjdGlnb1JTQU9yZ2FuaXphdGlvblZhbGlkYXRpb25TZWN1cmVT ZXJ2ZXJDQS5jcmwwgYoGCCsGAQUFBwEBBH4wfDBVBggrBgEFBQcwAoZJaHR0cDov L2NydC5zZWN0aWdvLmNvbS9TZWN0aWdvUlNBT3JnYW5pemF0aW9uVmFsaWRhdGlv blNlY3VyZVNlcnZlckNBLmNydDAjBggrBgEFBQcwAYYXaHR0cDovL29jc3Auc2Vj dGlnby5jb20wggF9BgorBgEEAdZ5AgQCBIIBbQSCAWkBZwB1AK33vvp8/xDIi509 nB4+GGq0Zyldz7EMJMqFhjTr3IKKAAABf50sBusAAAQDAEYwRAIgDfvGwGDJX4VM KEk4tobDnhA4oNXYA3VUdMj5BTeLCiMCIAWNHp4riBTF3fI9UBw188xrn2rOZdP1 onu3nm1T9f0vAHUAejKMVNi3LbYg6jjgUh7phBZwMhOFTTvSK8E6V6NS61IAAAF/ nSwGvQAABAMARjBEAiBQtVJkN5YoqlLyf7iiVM5sfaFUtjAELfQaXZfpk/4c4gIg bzOZMJeZbX1UbW0HDIKAAdvAkcdwdckiww8HiuPamTEAdwDoPtDaPvUGNTLnVyi8 iWvJA9PL0RFr7Otp4Xd9bQa9bgAAAX+dLAaMAAAEAwBIMEYCIQC35pcX6SCyEddQ AmSOCwn9UcMzRhtPKK2Dm0K+YAqa0gIhAKMfbBAAKQ01qScfan6AgSSME1QrEhZQ E4TsF/kNX70nMIGpBgNVHREEgaEwgZ6CDHd3dy5zYW50ZS5mcoIObGVsYWIuc2Fu dGUuZnKCFWxlbGFiLnhuLS1zYW50LWVwYS5mcoIIc2FudGUuZnKCDHNhcy5zYW50 ZS5mcoITc2FzLnhuLS1zYW50LWVwYS5mcoIUc2Vjb25uZWN0ZXIuc2FudGUuZnKC E3d3dy54bi0tc2FudC1lcGEuZnKCD3huLS1zYW50LWVwYS5mcjANBgkqhkiG9w0B AQsFAAOCAQEAF+aiqpqcXACB5RkWLiATF4TGZFDbNIAEZpSarfARK09VTYOcndBt /grGyV9BwNNSFZh5VTg98IqutzwGnfcb4qSvPdoDn1xYLeAjUmdyN6FQ7LJWLCrG O/KJLH7KNvh5oFGnQ/DYAYKmugsMZY0HxIMzG+xuZoFaBK9KwXmD1BF/9i9+Or74 ywpzbidyN0/slu4znjyNc/MuA4PRjXrFYTIJPw9DX616iVlL4Ms0l2Q75eYGcccw zWzmFIH+rur8hy0XC0V9zNACgt30YDcIcLQ+1PVKwPEV8FtTnh+pgvHwtQgdrmd3 3P8Pz9IILpj+CPh6dMzPlTF+pV4iBfHP1g== -----END CERTIFICATE-----","",""
