"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","wallet.esw.esante.gouv.fr/104.96.253.98","443","INFO","HTTP","",""
"pre_128cipher","wallet.esw.esante.gouv.fr/104.96.253.98","443","INFO","No 128 cipher limit bug","",""
"SSLv2","wallet.esw.esante.gouv.fr/104.96.253.98","443","OK","not offered","",""
"SSLv3","wallet.esw.esante.gouv.fr/104.96.253.98","443","OK","not offered","",""
"TLS1","wallet.esw.esante.gouv.fr/104.96.253.98","443","INFO","not offered","",""
"TLS1_1","wallet.esw.esante.gouv.fr/104.96.253.98","443","INFO","not offered","",""
"TLS1_2","wallet.esw.esante.gouv.fr/104.96.253.98","443","OK","offered","",""
"TLS1_3","wallet.esw.esante.gouv.fr/104.96.253.98","443","INFO","not offered + downgraded to weaker protocol","",""
"ALPN","wallet.esw.esante.gouv.fr/104.96.253.98","443","INFO","http/1.1","",""
"cipherlist_NULL","wallet.esw.esante.gouv.fr/104.96.253.98","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","wallet.esw.esante.gouv.fr/104.96.253.98","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","wallet.esw.esante.gouv.fr/104.96.253.98","443","OK","not offered","","CWE-327"
"cipherlist_LOW","wallet.esw.esante.gouv.fr/104.96.253.98","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","wallet.esw.esante.gouv.fr/104.96.253.98","443","MEDIUM","offered","","CWE-310"
"cipherlist_AVERAGE","wallet.esw.esante.gouv.fr/104.96.253.98","443","LOW","offered","","CWE-310"
"cipherlist_GOOD","wallet.esw.esante.gouv.fr/104.96.253.98","443","OK","offered","",""
"cipherlist_STRONG","wallet.esw.esante.gouv.fr/104.96.253.98","443","OK","offered","",""
"cipherorder_TLSv1_2","wallet.esw.esante.gouv.fr/104.96.253.98","443","INFO","AES128-GCM-SHA256","",""
"cipher_order","wallet.esw.esante.gouv.fr/104.96.253.98","443","OK","server","",""
"protocol_negotiated","wallet.esw.esante.gouv.fr/104.96.253.98","443","OK","Default protocol TLS1.2","",""
"cipher_negotiated","wallet.esw.esante.gouv.fr/104.96.253.98","443","OK","AES128-GCM-SHA256","",""
"FS","wallet.esw.esante.gouv.fr/104.96.253.98","443","OK","offered","",""
"FS_ciphers","wallet.esw.esante.gouv.fr/104.96.253.98","443","INFO","ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES128-SHA256 ECDHE-RSA-AES128-SHA ECDHE-RSA-AES256-SHA384","",""
"FS_ECDHE_curves","wallet.esw.esante.gouv.fr/104.96.253.98","443","OK","prime256v1","",""
"TLS_extensions","wallet.esw.esante.gouv.fr/104.96.253.98","443","INFO","'renegotiation info/#65281' 'server name/#0' 'status request/#5' 'next protocol/#13172' 'EC point formats/#11' 'max fragment length/#1' 'application layer protocol negotiation/#16'","",""
"TLS_session_ticket","wallet.esw.esante.gouv.fr/104.96.253.98","443","INFO","no -- no lifetime advertised","",""
"SSL_sessionID_support","wallet.esw.esante.gouv.fr/104.96.253.98","443","INFO","yes","",""
"sessionresumption_ticket","wallet.esw.esante.gouv.fr/104.96.253.98","443","INFO","not supported","",""
"sessionresumption_ID","wallet.esw.esante.gouv.fr/104.96.253.98","443","INFO","supported","",""
"TLS_timestamp","wallet.esw.esante.gouv.fr/104.96.253.98","443","INFO","random","",""
"cert_compression","wallet.esw.esante.gouv.fr/104.96.253.98","443","INFO","N/A","",""
"clientAuth","wallet.esw.esante.gouv.fr/104.96.253.98","443","INFO","none","",""
"cert_numbers","wallet.esw.esante.gouv.fr/104.96.253.98","443","INFO","1","",""
"cert_signatureAlgorithm","wallet.esw.esante.gouv.fr/104.96.253.98","443","OK","SHA256 with RSA","",""
