"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","INFO","HTTP","",""
"pre_128cipher","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","INFO","No 128 cipher limit bug","",""
"SSLv2","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","OK","not offered","",""
"SSLv3","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","OK","not offered","",""
"TLS1","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","LOW","offered (deprecated)","",""
"TLS1_1","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","LOW","offered (deprecated)","",""
"TLS1_2","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","OK","offered","",""
"TLS1_3","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","INFO","not offered + downgraded to weaker protocol","",""
"ALPN_HTTP2","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","OK","h2","",""
"ALPN","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","INFO","http/1.1","",""
"cipherlist_NULL","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","OK","not offered","","CWE-327"
"cipherlist_LOW","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","INFO","not offered","","CWE-310"
"cipherlist_AVERAGE","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","LOW","offered","","CWE-310"
"cipherlist_GOOD","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","OK","offered","",""
"cipherlist_STRONG","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","OK","offered","",""
"cipherorder_TLSv1","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","INFO","ECDHE-RSA-AES128-SHA","",""
"cipherorder_TLSv1_1","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","INFO","ECDHE-RSA-AES128-SHA","",""
"cipherorder_TLSv1_2","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","INFO","ECDHE-RSA-AES128-GCM-SHA256","",""
"cipher_order","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","OK","server","",""
"protocol_negotiated","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","OK","Default protocol TLS1.2","",""
"cipher_negotiated","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","OK","ECDHE-RSA-AES128-GCM-SHA256, 256 bit ECDH (P-256)","",""
"FS","ecoscore-appli.esante.gouv.fr/141.95.159.50","443","OK","offered","",""
