"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","annuaire.sante.fr/80.78.2.206","443","INFO","HTTP","",""
"pre_128cipher","annuaire.sante.fr/80.78.2.206","443","INFO","No 128 cipher limit bug","",""
"SSLv2","annuaire.sante.fr/80.78.2.206","443","OK","not offered","",""
"SSLv3","annuaire.sante.fr/80.78.2.206","443","OK","not offered","",""
"TLS1","annuaire.sante.fr/80.78.2.206","443","INFO","not offered","",""
"TLS1_1","annuaire.sante.fr/80.78.2.206","443","INFO","not offered","",""
"TLS1_2","annuaire.sante.fr/80.78.2.206","443","OK","offered","",""
"TLS1_3","annuaire.sante.fr/80.78.2.206","443","INFO","not offered + downgraded to weaker protocol","",""
"ALPN","annuaire.sante.fr/80.78.2.206","443","INFO","not offered","",""
"cipherlist_NULL","annuaire.sante.fr/80.78.2.206","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","annuaire.sante.fr/80.78.2.206","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","annuaire.sante.fr/80.78.2.206","443","OK","not offered","","CWE-327"
"cipherlist_LOW","annuaire.sante.fr/80.78.2.206","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","annuaire.sante.fr/80.78.2.206","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","annuaire.sante.fr/80.78.2.206","443","LOW","offered","","CWE-310"
"cipherlist_STRONG_NOFS","annuaire.sante.fr/80.78.2.206","443","OK","offered","",""
"cipherlist_STRONG_FS","annuaire.sante.fr/80.78.2.206","443","OK","offered","",""
"cipher_order-tls1_2","annuaire.sante.fr/80.78.2.206","443","OK","server","",""
"cipherorder_TLSv1_2","annuaire.sante.fr/80.78.2.206","443","INFO","ECDHE-RSA-AES256-GCM-SHA384","",""
"cipher_order","annuaire.sante.fr/80.78.2.206","443","OK","server","",""
"FS","annuaire.sante.fr/80.78.2.206","443","OK","offered","",""
"FS_ciphers","annuaire.sante.fr/80.78.2.206","443","INFO","DHE-RSA-AES128-GCM-SHA256 DHE-RSA-AES128-SHA256 DHE-RSA-AES128-SHA DHE-RSA-AES256-GCM-SHA384 DHE-RSA-AES256-SHA256 DHE-RSA-AES256-SHA ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES128-SHA256 ECDHE-RSA-AES128-SHA ECDHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES256-SHA384 ECDHE-RSA-AES256-SHA","",""
"FS_ECDHE_curves","annuaire.sante.fr/80.78.2.206","443","OK","secp256k1 prime256v1 secp384r1 secp521r1","",""
"TLS_extensions","annuaire.sante.fr/80.78.2.206","443","INFO","'server name/#0' 'EC point formats/#11' 'heartbeat/#15' 'session ticket/#35' 'renegotiation info/#65281'","",""
"TLS_session_ticket","annuaire.sante.fr/80.78.2.206","443","INFO","valid for 7200 seconds only (<daily)","",""
"SSL_sessionID_support","annuaire.sante.fr/80.78.2.206","443","INFO","yes","",""
"sessionresumption_ticket","annuaire.sante.fr/80.78.2.206","443","INFO","supported","",""
"sessionresumption_ID","annuaire.sante.fr/80.78.2.206","443","INFO","supported","",""
