"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","HTTP","",""
"pre_128cipher","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","No 128 cipher limit bug","",""
"SSLv2","integrateurs-cps.asipsante.fr/51.210.255.131","443","OK","not offered","",""
"SSLv3","integrateurs-cps.asipsante.fr/51.210.255.131","443","OK","not offered","",""
"TLS1","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","not offered","",""
"TLS1_1","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","not offered","",""
"TLS1_2","integrateurs-cps.asipsante.fr/51.210.255.131","443","OK","offered","",""
"TLS1_3","integrateurs-cps.asipsante.fr/51.210.255.131","443","OK","offered with final","",""
"ALPN","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","http/1.1","",""
"cipherlist_NULL","integrateurs-cps.asipsante.fr/51.210.255.131","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","integrateurs-cps.asipsante.fr/51.210.255.131","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","integrateurs-cps.asipsante.fr/51.210.255.131","443","OK","not offered","","CWE-327"
"cipherlist_LOW","integrateurs-cps.asipsante.fr/51.210.255.131","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","not offered","","CWE-310"
"cipherlist_AVERAGE","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","not offered","","CWE-310"
"cipherlist_GOOD","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","not offered","",""
"cipherlist_STRONG","integrateurs-cps.asipsante.fr/51.210.255.131","443","OK","offered","",""
"cipher-tls1_2_xc030","integrateurs-cps.asipsante.fr/51.210.255.131","443","OK","TLSv1.2   xc030   ECDHE-RSA-AES256-GCM-SHA384       ECDH 521   AESGCM      256      TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_x9f","integrateurs-cps.asipsante.fr/51.210.255.131","443","OK","TLSv1.2   x9f     DHE-RSA-AES256-GCM-SHA384         DH 2048    AESGCM      256      TLS_DHE_RSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_xc02f","integrateurs-cps.asipsante.fr/51.210.255.131","443","OK","TLSv1.2   xc02f   ECDHE-RSA-AES128-GCM-SHA256       ECDH 521   AESGCM      128      TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256","",""
"cipher-tls1_2_x9e","integrateurs-cps.asipsante.fr/51.210.255.131","443","OK","TLSv1.2   x9e     DHE-RSA-AES128-GCM-SHA256         DH 2048    AESGCM      128      TLS_DHE_RSA_WITH_AES_128_GCM_SHA256","",""
"supportedciphers_TLSv1_2","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","ECDHE-RSA-AES256-GCM-SHA384 DHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES128-GCM-SHA256 DHE-RSA-AES128-GCM-SHA256","",""
"cipher_order","integrateurs-cps.asipsante.fr/51.210.255.131","443","HIGH","NOT a cipher order configured","",""
"protocol_negotiated","integrateurs-cps.asipsante.fr/51.210.255.131","443","OK","Default protocol TLS1.3","",""
"cipher_negotiated","integrateurs-cps.asipsante.fr/51.210.255.131","443","OK","TLS_AES_256_GCM_SHA384, 253 bit ECDH (X25519)  (limited sense as client will pick)","",""
"FS","integrateurs-cps.asipsante.fr/51.210.255.131","443","OK","offered","",""
"FS_ciphers","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","DHE-RSA-AES128-GCM-SHA256 DHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES256-GCM-SHA384","",""
"FS_ECDHE_curves","integrateurs-cps.asipsante.fr/51.210.255.131","443","OK","prime256v1 secp384r1 secp521r1","",""
"TLS_extensions","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","'renegotiation info/#65281' 'server name/#0' 'EC point formats/#11' 'supported versions/#43' 'key share/#51' 'supported_groups/#10' 'max fragment length/#1' 'application layer protocol negotiation/#16' 'extended master secret/#23'","",""
"TLS_session_ticket","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","no -- no lifetime advertised","",""
"SSL_sessionID_support","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","yes","",""
"sessionresumption_ticket","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","not supported","",""
"sessionresumption_ID","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","supported","",""
"TLS_timestamp","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","random","",""
"certificate_compression","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","none","",""
"clientAuth","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","none","",""
"cert_numbers","integrateurs-cps.asipsante.fr/51.210.255.131","443","INFO","1","",""
